taxon	lfc_(Intercept)	lfc_EnvironmentFreshwater	lfc_EnvironmentSaline	se_(Intercept)	se_EnvironmentFreshwater	se_EnvironmentSaline	W_(Intercept)	W_EnvironmentFreshwater	W_EnvironmentSaline	p_(Intercept)	p_EnvironmentFreshwater	p_EnvironmentSaline	q_(Intercept)	q_EnvironmentFreshwater	q_EnvironmentSaline	diff_(Intercept)	diff_EnvironmentFreshwater	diff_EnvironmentSaline	passed_ss_(Intercept)	passed_ss_EnvironmentFreshwater	passed_ss_EnvironmentSaline	diff_robust_(Intercept)	diff_robust_EnvironmentFreshwater	diff_robust_EnvironmentSaline
SGSH944	-0.165580103078558	-0.890162678552156	2.47574800644772	0.37873351256416	0.63899873394122	1.21064826854397	-0.43719422122833	-1.39305859506451	2.04497711744574	0.672273036190902	0.19704898279593	0.0711898297846741	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Shinella	0.780776233560019	-1.62401108251807	0.282840904778162	0.271369620419653	0.528125680098454	0.730983679622765	2.87716890473077	-3.07504661052521	0.386931901029755	0.0206008823636385	0.015230878018161	0.708896092413939	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Simonsiella	1.74750075440125	-3.39657505496195	-3.4403637753024	0.538323382280425	0.727085095183207	0.689636533750461	3.24619143793932	-4.67149591906584	-4.9886622980842	0.0476267746060194	0.0185236677336098	0.015488502311445	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Simplicispira	-1.20899997260939	4.11056559070732	-0.342658384704672	0.228262211669699	0.524263384946444	0.46369713408372	-5.29654016652937	7.84064977402005	-0.738970244838317	0.00112759585099163	0.00010362104326599	0.48396130657032	0.51869409145615	0.051292416416665	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
SJA-88	-0.814742078070202	2.95408470523257	0.286894557931629	0.179506245126467	0.969394496718001	0.493279355689107	-4.5387951683586	3.04735039783491	0.58160665882893	0.00393827062637352	0.0225886194146385	0.582007600209281	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Skermanella	2.63266573559337	-2.81852994728813	-2.63750204838143	0.435013712033844	0.789049611230459	0.611892159006562	6.05191437135332	-3.5720566960205	-4.31040340942357	0.000190042138864785	0.00600488894284138	0.00196053002139878	0.0935007323214741	1	0.925370170100225	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Sphaerotilus	-0.13972202857182	2.95984610430169	-0.629888262116477	0.416756805100844	0.744174471429809	0.581442149117252	-0.335260340951148	3.97735506650052	-1.08332060734292	0.743735330055169	0.00216860775921088	0.301840718106172	1	0.943344375256731	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Sphingobacterium	2.33931793125834	-2.48827125434417	-3.60454670982102	0.22099546139209	0.540295433166094	0.486511996141374	10.5853663985792	-4.60539012843967	-7.40895751473637	0.00180124564150196	0.0192514765362698	0.00508658312843476	0.796150573543867	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Sphingomonas	0.459726377254589	0.474987369252661	0.534211637212837	0.767461949676682	1.18887118860049	1.02044651909907	0.599021720162496	0.399528034497836	0.523507726484755	0.55705747463869	0.694478972592093	0.607378559424056	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Spirochaeta	-1.09798709704772	-0.504574444420293	3.8240842494378	0.183955881299924	0.490379301453476	0.995834548652492	-5.96875234044597	-1.02894727188677	3.84007991549635	0.000559454135527007	0.337739938735124	0.00637387860352802	0.265181260239801	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Spirosoma	0.770801380000285	0.908542248321937	-1.13837769406061	0.444112600767469	1.18857916001179	0.613835075509378	1.73559898698724	0.764393553991745	-1.85453347239232	0.157647004790967	0.487236302274587	0.137266644708713	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Spongiibacter	-1.70664991291276	0.710297035657956	4.65758735213524	0.166653256566502	0.471368021821606	0.628262304864059	-10.2407234522401	1.50688422373883	7.41344390086085	1.27762471562726e-06	0.162760727627795	2.27934624276271e-05	0.000668197726273055	1	0.0118753939247937	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE
Sporichthya	-1.47400099281553	3.2822495253241	1.45304489833092	0.186219138282628	0.687135829631026	0.45790707284652	-7.91541087779287	4.77671136300167	3.17323095556978	0.000518078847748971	0.00498511234153018	0.0247251429505283	0.246087452680761	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Sporosarcina	2.1088083072962	-3.27176480133447	-1.89079234433509	0.218313553919823	0.510054534406997	0.745211594797268	9.65953908693489	-6.41453919263421	-2.53725567011538	2.68699158368221e-05	0.000362240684986075	0.0388192927282987	0.0137573969084529	0.172788806738358	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Staphylococcus	2.01180166708795	-1.98747371449135	-2.88126046185285	1.11790255230484	1.2524010580734	1.19002900382599	1.7996216780614	-1.58693072133676	-2.4211682678233	0.0908052398432236	0.132091446949098	0.027724857700878	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Stenotrophomonas	0.847152807258828	0.0203617481622711	-0.434071189972268	0.779623942414565	1.20805905759429	0.86491370274153	1.08661722808964	0.0168549277738285	-0.501866473610473	0.298551278159725	0.986829348263352	0.624842498119003	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Steroidobacter	0.782757906373346	0.00550439897668299	-0.21543397446529	0.475131447163914	0.624398916783708	0.700160402722654	1.64745548004804	0.00881551653714626	-0.307692313971985	0.121717179273261	0.993090715188271	0.762846355494273	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Stigmatella	0.272431847879462	1.03522052412928	-0.790008531407003	0.327461698775921	0.657412465671165	0.522337044895693	0.831950267459784	1.5746895262663	-1.51244974701108	0.43289814473473	0.159329455238016	0.174179888500576	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Streptococcus	2.41680466572869	-2.88998768238014	-3.18523678134015	0.719009413861488	1.06900610073314	0.872706235566984	3.36129766750769	-2.70343422773561	-3.64983845826511	0.0037053771801831	0.0150666264766566	0.00198240089918587	1	1	0.933710823516545	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Streptomyces	-0.321681710611542	1.4381987946756	0.693618366665751	0.221723374485325	0.516461364654346	0.66878150654521	-1.4508245301527	2.78471710200075	1.03713748044387	0.197021818626642	0.0317983928591443	0.339650402698537	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Sutterella	-0.0221503247465919	2.04171465835212	0.710550124200296	0.501647211139398	0.668214271244992	0.614952286289571	-0.0441551836723693	3.055478977646	1.15545569964059	0.965506958723482	0.00998255875254046	0.270392597841351	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Syntrophobacter	-0.820822524184891	5.30365340882657	0.0806489204579101	0.346080909728312	0.989701404313923	0.716998093915041	-2.3717648131163	5.35884195547156	0.112481359633107	0.032581858981072	0.000100829439749451	0.912038653896547	1	0.0500114021157279	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Tannerella	1.88010250324403	-2.72992160058868	-3.38600678574435	0.650736176302608	0.797710462268952	0.776446550821383	2.88919315032784	-3.42219605948741	-4.36090131659724	0.0277227515721334	0.0141056414523371	0.00476582558163816	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Tenacibaculum	-0.500049816971273	1.02692704972747	2.96987785066062	0.317256301055367	0.804707322153816	1.18924095513927	-1.5761698516557	1.27614975215943	2.49728857539458	0.135838967674357	0.22130902782588	0.0246372869349277	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Tepidimonas	1.15284759399711	0.475759033638252	-2.69784271160896	0.437522288759037	0.676755668776478	0.608021982000256	2.63494597559128	0.702999702238753	-4.43708088107877	0.0271377001988285	0.499835102550526	0.00163036399969954	1	1	0.776053263856979	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Thalassomonas	-1.17381795229122	1.02282424372291	3.29812710549034	0.190359394474067	0.570206947461368	0.780390077738218	-6.1663253107854	1.79377723873174	4.22625453548718	0.00858477194743664	0.170741052816893	0.0242286635893605	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Thauera	-0.721453085907022	4.43762649295966	0.18954190169737	0.349624408472535	0.722563699124757	0.550847723905025	-2.06350892107035	6.14150212408257	0.344091285979516	0.0596250683704363	3.53574970096191e-05	0.736279728708487	1	0.0177848209958384	1	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Unknown_Thermomonas	0.800581622542822	0.346597236011123	-0.887051623935107	0.637448694946218	1.27160382286594	0.727427063200853	1.25591538407709	0.272566997502385	-1.21943720382339	0.231249761128683	0.789467516807865	0.244341706428326	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Thermosinus	-1.23505792360165	3.09783701278708	-0.626071397299919	0.193822614353382	0.599851319473155	0.482180910944474	-6.37210434768906	5.16434141631611	-1.29841597435618	0.0237542646760658	0.0355096179223385	0.323694349672339	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Thiobacillus	-0.648867869967268	2.52487718085797	0.130765977551518	0.183206980388691	0.657420771810243	0.479891634400375	-3.54172023680884	3.84058017197355	0.272490637839333	0.0165323079574241	0.0121165384372334	0.79613985974441	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Thioclava	0.297585932989146	0.549536515644603	0.836451583096378	0.611224066956649	0.789146463672887	0.929178462506871	0.486868808145692	0.696368216727376	0.900205522241313	0.633885346303353	0.49759774067263	0.383234717783812	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Thiomonas	-0.793849511914161	0.251138771748601	3.25763592642153	0.186822643707983	0.533696058926672	0.61968834164866	-4.24921463564664	0.470565160727759	5.25689400216034	0.0131663199342926	0.662463713396515	0.00626772185725602	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Thiothrix	-1.98745893336123	3.05165069053661	4.79267272497661	0.409262448634611	0.801491098986764	0.925758836811733	-4.85619665325228	3.80746672594927	5.17702076869429	0.00031366043685808	0.00217625322610004	0.000178075997910615	0.151184330565594	0.944493900127416	0.0911749109302347	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
TM3	-2.08910602489183	5.53936101116757	3.13387370124232	0.194477574758679	0.883927868459064	0.809257403036767	-10.7421435478313	6.26675683483568	3.87253016096281	1.64368811559257e-07	4.14889552522747e-05	0.00221768964452555	8.62936260686102e-05	0.0208274555366419	1	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Unknown_Treponema	1.43441946171725	0.160493355992576	-3.4284296873044	0.509963280017704	0.725748443049382	0.632696000834113	2.81278970059854	0.22114185366796	-5.4187630122279	0.0183866965253243	0.829432075496631	0.000293520185293146	1	1	0.148814733943625	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Tropheryma	-0.0795891225560665	1.97058413077924	0.705871192515138	0.346277250077694	0.780661538319744	0.767374044004045	-0.229842193035232	2.52424902989409	0.919852838430663	0.82153863043094	0.0243000382171812	0.373227772167469	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Turicibacter	0.676358527270292	-3.48862745283629	0.959781388949244	0.628060778388328	0.768253113139922	0.743647234564918	1.07689980101273	-4.54098706945415	1.29064070212105	0.31292464013697	0.00189672851349136	0.232876512379984	1	0.842147459990164	1	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
u114	-0.636985584551051	2.34558356791277	-0.15501483931	0.187153142394978	1.08985182563747	0.465516181277992	-3.40355270768963	2.15220410035171	-0.332995598315046	0.0271882198546605	0.0977396323855347	0.755859674837084	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Umboniibacter	1.08159526595446	-2.8888782673299	0.0121421074807475	0.183206980388691	0.507600317821197	0.800324290241415	5.90367934485767	-5.69124597819404	0.0151714843955129	0.00198456262974277	0.00233542326297577	0.988482136275382	0.865269306567847	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown	-0.153997948104905	2.35936472906155	1.00964492190374	0.409834309663331	0.594148967613499	0.63131963189538	-0.375756603275627	3.97099861763346	1.59926108882838	0.711745537484145	0.000987351328211838	0.128181435514068	1	0.452206908321022	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Veillonella	2.0655304383779	-1.85625408980589	-2.8757673506494	1.06183648439912	1.32027398099021	1.15780427652971	1.94524342375254	-1.40596127510874	-2.48381130467833	0.0684758726390488	0.177750191770081	0.0237201626495998	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Verminephrobacter	0.589170438508679	1.04592325096153	-1.81716052988087	0.189004835237416	0.720072671930941	0.453711583970249	3.11722415867615	1.45252457388334	-4.00510058389876	0.0206578080543766	0.196568047079739	0.00707775047079927	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Verrucomicrobium	-1.10717569163989	2.63433982391118	3.75829521999412	0.404291070164706	0.672229012104787	1.02760633018442	-2.73856083734136	3.91881304804581	3.65732976685698	0.0145726207601487	0.00122428518853678	0.00212555079281996	1	0.553376905218624	0.996883321832559	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Vibrio	-0.717625424075625	0.787534976351949	3.51114210619593	0.364526834360523	0.594577108414981	1.02401330456332	-1.96864909913842	1.32452959457412	3.42880516351613	0.070691032537876	0.208141172975282	0.00448705028865201	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Vogesella	-1.14474372111155	4.21971438870428	0.10370081702104	0.174990025004393	0.54675712200766	0.473776099160624	-6.5417655725394	7.71771270799314	0.218881486855847	0.000180022113792467	5.65019006416557e-05	0.832223256286224	0.0889309242134785	0.0282509503208279	1	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
WCHB1-05	-1.23734046716706	4.81855845749206	1.40393214577204	0.185773480945376	0.945828362174662	0.561492186760254	-6.66047953061118	5.09453792061507	2.50035918375386	1.5626195767211e-05	0.000205704028977652	0.0265707791993605	0.00806311701588087	0.100383566141094	1	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Xenophilus	0.327979858565291	1.08279159226325	-1.41103665867619	0.407694816396372	0.689844053163333	0.56519055283828	0.804473948097541	1.56961792639658	-2.49656801868013	0.444370598355682	0.155143679767111	0.0371401280107739	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Unknown_Xenorhabdus	0.643114543427857	0.466160856557892	0.21448624177855	0.243916769054953	0.523498847233481	0.520052609912748	2.63661471869926	0.890471600885845	0.412431814955291	0.0387153672431865	0.407498184698121	0.694354198147518	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Yersinia	1.99200633239241	-2.28886424057135	-3.14097257227582	0.218405214809006	0.551019509418387	0.485376248329954	9.12069033761126	-4.15387150808379	-6.47121193730233	0.00278551400026311	0.0253621102127203	0.00748831726983323	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Yonghaparkia	0.330934340507061	1.5851203484212	-2.14834144004363	0.352441725912972	0.740394704120201	0.5398701279582	0.938976052423424	2.14091259648429	-3.97936712699535	0.375223444672191	0.0646844044467468	0.00406529325878138	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
ZA3312c	-0.805605826040386	1.11880611256452	4.04122006983319	0.516621318166925	0.746628475702526	1.31185724304597	-1.5593739509218	1.49847768866811	3.08053341265242	0.142912331117216	0.15789447489046	0.0087692632732173	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
ZD0117	-1.35218413964773	0.970032529449883	5.14535007538265	0.278999030734542	0.537520620947813	0.678275215794571	-4.84655497220809	1.80464244839467	7.58593260606625	0.000258927364302473	0.0926794753631772	2.52811759416126e-06	0.126356553779607	1	0.00132220550174634	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE
Zymomonas	-1.14506343894347	5.51876741795429	0.270404069035306	0.261785822708408	0.745569035093078	0.569278294410588	-4.3740467955704	7.40208774532235	0.474994517954129	0.000905724372643726	8.2512472521265e-06	0.64331910022975	0.421161833279333	0.00424114108759302	1	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Veillonellaparvula_Veillonella	2.33809352201264	-2.42100950949333	-3.31368144635902	0.993413636280305	1.21738135393712	1.07108067383255	2.35359515575737	-1.98870263756181	-3.09377391200793	0.0308858832635207	0.0630776912984379	0.00659188604785398	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Vibriofortis_Vibrio	-1.00304926204511	-0.606934710992768	2.70580752908954	0.179506245126466	0.498773633818763	0.803361958947829	-5.58782376255735	-1.21685403926805	3.36810512241998	0.00139643797485736	0.269348271215974	0.0150777233659478	0.632586402610385	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Vibriogallicus_Vibrio	-0.150159861321496	-1.50772029988339	1.69198032400895	0.252783549618917	0.544029526929412	0.808717011573274	-0.594025448047821	-2.771394244708	2.09217847503589	0.574193200868225	0.0323627919780338	0.081352810412759	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Williamsia	1.21954935169617	-2.45777890424639	-0.392453844033513	0.394180476152755	0.622312796528585	0.643812291531797	3.09388573376111	-3.94942690871294	-0.609578054342149	0.0364365993068435	0.0168260943401668	0.575069033389985	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Xenorhabduscabanillasii_Xenorhabdus	0.617143676510569	-0.772357824458805	0.536055170324755	0.197446563549498	0.522159575311469	0.517378239765367	3.1256237911472	-1.47916051141664	1.03609918068425	0.0353341693678463	0.213186001903962	0.358681025038289	1	1	1	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
